ONS ward no,Local Authority,Ward,GENERAL,,,,,,,SPOILT PAPERS,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electorate ,Total votes cast,Ballot box Turnout,Total valid votes cast ,valid vote turnout ,Ballots returned including rejected PVs,Total participation turnout,Want of Official Mark,Voting for more candidates,Writing/mark by which voter could be identified,Unmarked or wholly void for uncertainty,Rejected in part,Total number of ballot papers rejected at the count ,Number of postal ballot papers issued,"Total number of ballot papers issued under regulations 77, 78 & 78A",Total number of ballot papers cancelled under 86A,Total number of postal ballot papers issued A1 to A3,Total number of Ballot papers cancelled under Para 78A,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of postal ballot s returned spoilt for cancellation in time for re-issue,Number of postal ballots lost or not received in time for a re-issue,Number of ballot papers cancelled and retrieved in time for re-issue,Number of ballot papers returned as spoilt too late for re-issue,Number of covering envelopes returned by post as undelivered ,Number of covering envelopes NOT received by the Returning Officer by 25th Day,TOTAL numbers B6 to B13,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',How many people tried to register after the close of registration etc?,How many people tried to vote on polling day and were unregistered?,Number of electors who appointed a proxy to vote on their behalf,Emergency proxies issued,How many waivers were granted for this election?,What was your issue date for postal votes sent overseas?,What was your delivery date for postal votes sent to UK electors?,Number of covering envelopes returned on polling day in time for the count,How many covering envelopes returned on the day after polling day by 10pm?,Did you carry out a sweep?,PV statement rejected (No signature) ,PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB),PV statement rejected (Mismatched both),Ballot paper not returned,Postal voting statement unreturned,Who is your electoral management software supplier?,Which software system do you use for postal vote verification?,What was the total number of polling stations used?,,,,
E05000477,Newham,Canning Town North,9827,3523,35.9,3489,35.5,3587,36.5,0,4,0,30,0,34,1203,3,0,1206,4,844,28,0,3,0,0,3,328,1206,844,5,44,780,64,,,,,,,,,,,,,,,,,,,,,,,,,
E05000478,Newham,Canning Town South,10170,3352,33.0,3318,32.6,3401,33.4,0,10,0,24,0,34,1138,1,0,1139,4,793,15,0,1,0,0,2,328,1139,793,3,34,744,49,,,,,,,,,,,,,,,,,,,,,,,,,
E05000479,Newham,Custom House,8811,2833,32.2,2814,31.9,2885,32.7,0,0,0,19,0,19,1201,2,0,1203,6,833,25,0,2,0,0,1,342,1203,833,6,42,781,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05000480,Newham,East Ham Central,10140,4558,45.0,4525,44.6,4590,45.3,,11,,22,,33,1283,7,0,1290,9,894,29,1,6,0,0,1,359,1290,894,2,39,862,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05000481,Newham,East Ham North,9693,5037,52.0,5000,51.6,5148,53.1,0,25,0,12,0,37,1064,6,0,1070,7,869,34,0,6,0,0,1,160,1070,869,2,48,758,111,,,,,,,,,,,,,,,,,,,,,,,,,
E05000482,Newham,East Ham South,9616,4091,42.5,4047,42.1,4158,43.2,0,6,0,38,0,44,1278,0,0,1278,1,921,24,0,0,0,0,1,332,1278,921,9,42,854,67,,,,,,,,,,,,,,,,,,,,,,,,,
E05000483,Newham,Forest Gate North,9981,3866,38.7,3830,38.4,3918,39.3,0,12,1,23,0,36,1054,0,0,1054,2,731,23,0,0,0,0,5,295,1054,731,2,36,679,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05000484,Newham,Forest Gate South,10060,3938,39.1,3899,38.8,4010,39.9,0,7,0,32,0,39,1130,4,0,1134,6,839,13,0,4,0,0,3,275,1134,839,3,57,767,72,,,,,,,,,,,,,,,,,,,,,,,,,
E05000485,Newham,Green Street East,10031,4894,48.8,4863,48.5,4960,49.4,0,18,0,13,0,31,1176,5,0,1181,6,871,20,0,5,0,0,2,283,1181,871,1,52,805,66,,,,,,,,,,,,,,,,,,,,,,,,,
E05000486,Newham,Green Street West,9764,4795,49.1,4759,48.7,4877,49.9,0,15,0,21,0,36,1265,6,0,1271,6,964,29,1,5,0,0,1,271,1271,964,5,61,882,82,,,,,,,,,,,,,,,,,,,,,,,,,
E05000487,Newham,Little Ilford,9882,4501,45.5,4461,45.1,4612,46.7,0,14,0,26,0,40,1288,1,0,1289,4,992,21,0,1,0,0,0,275,1289,992,2,44,881,111,,,,,,,,,,,,,,,,,,,,,,,,,
E05000488,Newham,Manor Park,9946,4172,41.9,4114,41.4,4234,42.6,0,12,0,46,0,58,1190,1,0,1191,5,873,26,0,1,0,0,1,290,1191,873,2,43,811,62,,,,,,,,,,,,,,,,,,,,,,,,,
E05000489,Newham,Plaistow North,9311,3830,41.1,3779,40.6,3901,41.9,0,15,0,36,0,51,1209,2,0,1211,6,850,29,0,2,0,0,1,329,1211,850,2,42,779,71,,,,,,,,,,,,,,,,,,,,,,,,,
E05000490,Newham,Plaistow South,10002,3879,38.8,3854,38.5,3946,39.5,0,11,0,14,0,25,1322,1,0,1323,3,921,34,0,1,0,0,1,366,1323,921,0,52,854,67,,,,,,,,,,,,,,,,,,,,,,,,,
E05000491,Newham,Royal Docks,6982,2344,33.6,2320,33.2,2420,34.7,0,15,0,9,0,24,893,4,0,897,5,640,13,0,4,0,0,0,240,897,640,1,29,564,76,,,,,,,,,,,,,,,,,,,,,,,,,
E05000492,Newham,Stratford & New Town,11722,3933,33.6,3847,32.8,4008,34.2,0,7,0,79,0,86,1266,5,0,1271,6,862,0,0,5,0,0,4,400,1271,862,1,44,787,75,,,,,,,,,,,,,,,,,,,,,,,,,
E05000493,Newham,Wall End,9808,4811,49.1,4774,48.7,4881,49.8,0,16,0,21,0,37,1037,3,0,1040,6,805,28,0,3,0,0,0,204,1040,805,4,45,735,70,,,,,,,,,,,,,,,,,,,,,,,,,
E05000494,Newham,West Ham,9480,3459,36.5,3419,36.1,3509,37.0,0,6,0,34,0,40,1047,0,0,1047,1,756,22,0,0,0,0,0,269,1047,756,3,40,706,50,,,,,,,,,,,,,,,,,,,,,,,,,
E05000495,Redbridge,Aldborough,10928,4908,44.9,4867,44.5,5016,45.9,,24,,17,,41,1817,,,1817,,1315,21,,,,,8,473,1817,1315,28,80,1207,108,n/a,,230,4,218,08-09/05/2014,,3983,,yes,25,13,249,1049,248,138,204,107,Idox,Selcheck,130,,,,
E05000496,Redbridge,Barkingside,9970,4177,41.9,4166,41.8,4303,43.2,,2,2,7,,11,1670,3,,1673,,1179,22,3,,,,1,468,1673,1179,15,92,1053,126,,,,,,,,,,,,,,,,,,,,,,,,,
E05000497,Redbridge,Bridge,9088,3164,34.8,3154,34.7,3246,35.7,,,2,8,,10,1329,,,1329,,821,8,,,,,6,494,1329,821,18,53,739,82,,,,,,,,,,,,,,,,,,,,,,,,,
E05000498,Redbridge,Chadwell,10641,4119,38.7,4092,38.5,4221,39.7,,1,,26,,27,1861,2,,1863,2,1240,15,2,,,,8,598,1863,1240,15,77,1138,102,,,,,,,,,,,,,,,,,,,,,,,,,
E05000499,Redbridge,Church End,9126,3687,40.4,3675,40.3,3702,40.6,,6,,6,,12,1426,1,,1427,,895,8,,,,,7,517,1427,895,8,46,880,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05000500,Redbridge,Clayhall,10520,4718,44.9,4705,44.7,4880,46.4,,6,,7,,13,1544,12,,1556,,1093,14,1,8,,,1,439,1556,1093,13,74,931,162,,,,,,,,,,,,,,,,,,,,,,,,,
E05000501,Redbridge,Clementswood,10630,3728,35.1,3707,34.9,3850,36.2,,8,,13,,21,1429,3,,1432,3,952,23,3,,,,7,447,1432,952,18,83,830,122,,,,,,,,,,,,,,,,,,,,,,,,,
E05000502,Redbridge,CRANBROOK,9847,3958,40.2,3951,40.1,4046,41.1,,3,,4,,7,1284,,,1284,,811,14,,,,,6,453,1284,811,17,64,723,88,,,,,,,,,,,,,,,,,,,,,,,,,
E05000503,Redbridge,Fairlop,9897,3694,37.3,3684,37.2,3810,38.5,,3,,7,,10,1658,5,,1663,7,976,10,5,,,,3,669,1663,976,14,58,860,116,,,,,,,,,,,,,,,,,,,,,,,,,
E05000504,Redbridge,Fullwell,9918,3822,38.5,3811,38.4,3925,39.6,,6,,5,,11,1657,1,,1658,,1177,14,,,,,5,462,1658,1177,23,79,1074,103,,,,,,,,,,,,,,,,,,,,,,,,,
E05000505,Redbridge,Goodmayes,9969,3878,38.9,3841,38.5,3969,39.8,,8,2,27,,37,1419,2,,1421,,933,22,,2,,,4,460,1421,933,16,66,842,91,,,,,,,,,,,,,,,,,,,,,,,,,
E05000506,Redbridge,Hainault,9691,3323,34.3,3310,34.2,3405,35.1,,2,,11,,13,1607,2,,1609,,1036,9,,2,,,3,559,1609,1036,29,153,954,82,,,,,,,,,,,,,,,,,,,,,,,,,
E05000507,Redbridge,Loxford,11342,4396,38.8,4377,38.6,4600,40.6,,7,,12,,19,2045,2,,2047,6,1413,26,2,,,,7,599,2047,1413,29,153,1209,204,,,,,,,,,,,,,,,,,,,,,,,,,
E05000508,Redbridge,Mayfield,10395,4105,39.5,4064,39.1,4243,40.8,,9,,32,,41,1694,2,,1696,,1134,7,2,,,,5,548,1696,1134,23,94,996,138,,,,,,,,,,,,,,,,,,,,,,,,,
E05000509,Redbridge,Monkhams,8561,3436,40.1,3416,39.9,3490,40.8,,2,1,17,,20,1478,,,1478,,969,3,,,,,5,501,1478,969,11,31,915,54,,,,,,,,,,,,,,,,,,,,,,,,,
E05000510,Redbridge,Newbury,12359,4837,39.1,4837,39.1,4954,40.1,,,,,,,1948,1,,1949,,1298,9,1,2,,,6,632,1948,1298,17,108,1181,117,,,,,,,,,,,,,,,,,,,,,,,,,
E05000511,Redbridge,Roding,8969,3644,40.6,3636,40.5,3693,41.2,,3,1,4,,8,1294,,,1294,,861,14,,,,,8,411,1294,861,6,29,812,49,,,,,,,,,,,,,,,,,,,,,,,,,
E05000512,Redbridge,Seven Kings,11083,4425,39.9,4392,39.6,4545,41.0,,9,,24,,33,1643,2,,1645,,1057,25,,2,,,16,545,1645,1057,17,83,937,120,,,,,,,,,,,,,,,,,,,,,,,,,
E05000513,Redbridge,Snaresbrook,9477,3811,40.2,3781,39.9,3880,40.9,,2,,28,,30,1614,1,,1615,2,1015,11,1,,,,14,574,1615,1015,9,43,946,69,,,,,,,,,,,,,,,,,,,,,,,,,
E05000514,Redbridge,Valentines,10295,3987,38.7,3968,38.5,4090,39.7,,6,,13,,19,1406,3,,1409,,932,18,,,,,4,455,1409,932,27,54,829,103,,,,,,,,,,,,,,,,,,,,,,,,,
E05000515,Redbridge,Wanstead,9157,4290,46.9,4277,46.7,4344,47.4,,2,,11,,13,1292,1,,1293,,864,5,1,,,,8,415,1293,864,24,27,810,54,,,,,,,,,,,,,,,,,,,,,,,,,
E05000516,Richmond Upon Thames,Barnes,7269,3173,43.7,3156,43.4,3214,44.2,0,2,0,15,0,17,1309,0,0,1309,21,924,14,0,0,0,0,3,368,1309,924,6,19,883,41,N/A,15,327,6,66,06/05/2014,07/05/2014,1543,36,Yes,16,64,22,235,110,22,140,41,Halarose,Avant Guard,62,,,,
E05000517,Richmond Upon Thames,East Sheen,7462,3625,48.6,3610,48.4,3655,49.0,0,1,0,14,0,15,1279,0,0,1279,10,957,5,0,0,0,0,6,311,1279,957,8,14,927,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000518,Richmond Upon Thames,Fulwell & Hampton Hill,7726,3419,44.3,3388,43.9,3443,44.6,0,5,0,26,0,31,1384,3,0,1387,6,994,5,0,3,0,0,2,383,1387,994,3,14,970,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05000519,Richmond Upon Thames,Ham Petersham & Richmond Riverside,7221,3599,49.8,3590,49.7,3639,50.4,0,1,0,8,0,9,1285,0,0,1285,8,992,4,0,0,0,0,1,288,1285,992,9,23,952,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000520,Richmond Upon Thames,Hampton,7670,3703,48.3,3692,48.1,3734,48.7,0,1,0,10,0,11,1418,0,0,1418,13,1039,5,0,0,0,0,5,369,1418,1039,2,21,1008,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000521,Richmond Upon Thames,Hampton North,7174,3110,43.4,3106,43.3,3144,43.8,0,1,0,3,0,4,1352,0,0,1352,14,969,2,0,0,0,0,3,378,1352,969,9,18,935,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000522,Richmond Upon Thames,Hampton Wick,8010,3354,41.9,3335,41.6,3394,42.4,0,0,0,19,0,19,1427,1,0,1428,11,1026,3,0,1,0,0,10,388,1428,1026,6,21,986,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000523,Richmond Upon Thames,Heathfield,7746,3432,44.3,3425,44.2,3491,45.1,0,5,0,2,0,7,1446,3,0,1449,13,1114,4,1,2,0,0,4,324,1449,1114,8,47,1055,59,,,,,,,,,,,,,,,,,,,,,,,,,
E05000524,Richmond Upon Thames,Kew,8100,4249,52.5,4227,52.2,4275,52.8,0,4,0,18,0,22,1583,0,0,1583,29,1166,4,0,0,0,0,4,409,1583,1166,3,12,1140,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000525,Richmond Upon Thames,Mortlake & Barnes Common,8008,3693,46.1,3672,45.9,3733,46.6,0,0,21,0,0,21,1459,2,3,1464,16,1088,9,0,2,3,0,2,360,1464,1088,5,28,1048,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000526,Richmond Upon Thames,North Richmond,7848,3610,46.0,3598,45.8,3651,46.5,0,2,1,9,0,12,1438,0,0,1438,7,1026,7,0,0,0,0,0,405,1438,1026,7,22,985,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000528,Richmond Upon Thames,South Richmond,7834,3399,43.4,3387,43.2,3440,43.9,0,2,0,10,0,12,1534,2,0,1536,12,1091,8,0,2,0,0,2,433,1536,1091,9,11,1050,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000529,Richmond Upon Thames,South Twickenham,7837,3371,43.0,3350,42.7,3399,43.4,0,3,0,18,0,21,1213,0,0,1213,12,868,2,0,0,0,0,2,341,1213,868,4,17,840,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000527,Richmond Upon Thames,St. Margarets & North Twickenham,8226,3912,47.6,3897,47.4,3943,47.9,0,5,0,10,0,15,1346,1,0,1347,14,963,4,0,1,0,0,3,376,1347,963,4,17,932,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000530,Richmond Upon Thames,Teddington,7910,3778,47.8,3776,47.7,3809,48.2,0,0,0,2,0,2,1341,1,0,1342,11,963,2,0,1,0,0,3,373,1342,963,6,20,932,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000531,Richmond Upon Thames,Twickenham Riverside,7573,3463,45.7,3453,45.6,3494,46.1,0,1,0,9,0,10,1342,1,0,1343,16,965,5,0,1,0,0,1,371,1343,965,4,11,934,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000532,Richmond Upon Thames,West Twickenham,7907,3414,43.2,3406,43.1,3462,43.8,0,1,0,7,0,8,1435,0,0,1435,9,1010,4,0,0,0,0,6,415,1435,1010,3,32,962,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05000533,Richmond Upon Thames,Whitton,7303,3491,47.8,3482,47.7,3527,48.3,0,2,0,7,0,9,1202,1,0,1203,12,889,5,0,1,0,0,4,304,1203,889,6,20,853,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05000534,Southwark,Brunswick Park,9390,3422,36.4,3402,36.2,3505,37.3,,5,,15,,20,1286,2,,1288,,720,12,,2,,,2,566,1302,720,50,33,637,83,251,36,162,12,29,09/05/2014,09/05/2014,2323,92,yes,3,89,84,2,421,,134,35,Xpress,Xpress,109,,,,
E05000535,Southwark,Camberwell Green,10529,3410,32.4,3391,32.2,3457,32.8,,8,,11,,19,1390,1,,1391,,818,10,,1,,,,572,1401,818,19,28,771,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05000536,Southwark,Cathedrals,12657,3983,31.5,3967,31.3,4036,31.9,,3,,13,,16,1695,4,,1696,,973,5,1,3,,,,722,1704,973,12,41,920,53,,,,,,,,,,,,,,,,,,,,,,,,,
E05000537,Southwark,Chaucer,11472,4036,35.2,4010,35.0,4096,35.7,,5,,21,,26,1400,24,,1424,,812,8,,24,,,1,588,1424,812,21,39,752,60,,,,,,,,,,,,,,,,,,,,,,,,,
E05000538,Southwark,College,8809,4111,46.7,4087,46.4,4127,46.8,1,,2,21,,24,1683,5,,1688,,1071,15,,5,,,2,612,1705,1071,7,9,1055,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05000539,Southwark,East Dulwich,9347,4062,43.5,4053,43.4,4097,43.8,,,,9,,9,1286,3,,1289,,758,12,1,2,,,2,528,1303,758,15,20,723,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000540,Southwark,East Walworth,8109,2939,36.2,2915,35.9,2977,36.7,,3,,21,,24,1190,2,,1192,,611,6,,2,,,4,579,1202,611,13,25,573,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05000541,Southwark,Faraday,8060,2597,32.2,2575,31.9,2660,33.0,,3,,19,,22,1281,2,,1283,,684,16,,2,,,3,597,1302,684,25,38,621,63,,,,,,,,,,,,,,,,,,,,,,,,,
E05000542,Southwark,Grange,11513,3575,31.1,3562,30.9,3619,31.4,6,4,,3,,13,1576,10,,1586,,921,22,,10,,,2,655,1610,921,21,23,877,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000543,Southwark,Livesey,9697,3075,31.7,3056,31.5,3133,32.3,,5,,14,,19,1380,1,,1381,,728,18,,1,,,2,652,1401,728,23,35,670,58,,,,,,,,,,,,,,,,,,,,,,,,,
E05000544,Southwark,Newington,10692,4389,41.0,4354,40.7,4435,41.5,,11,1,23,,35,1690,5,,1695,,990,10,1,4,,,,700,1705,990,30,16,944,46,,,,,,,,,,,,,,,,,,,,,,,,,
E05000545,Southwark,Nunhead,9734,3360,34.5,3336,34.3,3402,34.9,,2,,22,,24,1390,2,,1392,,728,10,,2,,,,662,1402,728,18,24,686,42,,,,,,,,,,,,,,,,,,,,,,,,,
E05000546,Southwark,Peckham,10219,3222,31.5,3200,31.3,3268,32.0,,6,,16,,22,1386,1,,1387,,692,7,,1,,,7,694,1401,692,18,28,646,46,,,,,,,,,,,,,,,,,,,,,,,,,
E05000547,Southwark,Peckham Rye,10067,3877,38.5,3862,38.4,3919,38.9,,1,,14,,15,1578,,,1578,,804,22,,,,,,774,1600,804,17,25,762,42,,,,,,,,,,,,,,,,,,,,,,,,,
E05000548,Southwark,Riverside,10328,3533,34.2,3524,34.1,3587,34.7,,3,,6,,9,1985,3,,1988,,1143,12,,3,,,3,842,2003,1143,16,38,1089,54,,,,,,,,,,,,,,,,,,,,,,,,,
E05000549,Southwark,Rotherhithe,10018,3507,35.0,3488,34.8,3542,35.4,,8,,11,,19,1388,7,,1395,,842,12,,7,,,,546,1407,842,13,22,807,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000550,Southwark,South Bermondsey,9532,3604,37.8,3594,37.7,3654,38.3,,3,,7,,10,1586,3,,1589,,914,13,,3,,,1,672,1603,914,15,35,864,50,,,,,,,,,,,,,,,,,,,,,,,,,
E05000551,Southwark,South Camberwell,8827,3515,39.8,3497,39.6,3544,40.1,,3,,15,,18,1390,2,,1392,,734,9,,2,,,1,656,1402,734,6,23,705,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000552,Southwark,Surrey Docks,9368,3091,33.0,3077,32.8,3124,33.3,,3,,11,,14,1692,1,,1693,,945,7,,1,,,1,747,1701,945,6,27,912,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000553,Southwark,The Lane,11090,3977,35.9,3936,35.5,4014,36.2,,2,,39,,41,1491,4,,1495,,796,9,,,4,,,695,1504,796,21,16,759,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000554,Southwark,Village,8722,4429,50.8,4416,50.6,4478,51.3,,1,,12,,13,1688,5,,1693,,1066,9,,5,,,3,622,1705,1066,18,31,1017,49,,,,,,,,,,,,,,,,,,,,,,,,,
E05000555,Sutton,Beddington North,7947,3324,41.8,3319,41.8,3348,42.1,0,0,0,5,0,5,1282,2,0,1284,31,965,14,0,2,0,0,1,304,1286,965,10,12,941,24,346,7,175,15,76,08/05/2014,12/05/2014,1785,197,No,23,118,17,59,116,19,1,50,Halarose,Avant Guard,98,,,,
E05000556,Sutton,Beddington South,8120,3297,40.6,3278,40.4,3316,40.8,0,4,0,15,0,19,1198,0,0,1198,21,873,12,0,0,0,0,2,313,1198,873,7,10,854,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05000557,Sutton,Belmont,7821,3328,42.6,3305,42.3,3343,42.7,0,3,0,20,0,23,1422,1,0,1423,38,995,19,0,1,0,0,4,404,1423,995,7,7,980,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05000558,Sutton,Carshalton Central,7966,3842,48.2,3834,48.1,3861,48.5,0,2,0,6,0,8,1257,1,0,1258,26,969,2,0,1,0,0,2,284,1258,969,3,14,950,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05000559,Sutton,Carshalton South & Clockhouse,7691,3437,44.7,3426,44.5,3457,45.0,0,4,0,7,0,11,1305,1,0,1306,11,982,25,0,1,0,0,1,297,1306,982,7,11,962,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05000560,Sutton,Cheam,8089,3904,48.3,3897,48.2,3925,48.5,0,2,0,5,0,7,1594,0,0,1594,14,1174,17,0,0,0,0,1,402,1594,1174,13,6,1153,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000561,Sutton,Nonsuch,8321,4028,48.4,4012,48.2,4045,48.6,0,2,0,14,0,16,1354,2,0,1356,27,1003,14,0,2,0,0,3,334,1356,1003,7,9,986,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05000562,Sutton,St. Helier,8388,2873,34.3,2858,34.1,2903,34.6,0,5,0,10,0,15,1275,1,0,1276,29,904,24,0,1,0,0,2,345,1276,904,6,16,874,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000563,Sutton,Stonecot,8235,3499,42.5,3490,42.4,3513,42.7,0,3,0,6,0,9,1264,3,0,1267,16,946,22,0,3,0,0,1,295,1267,946,9,5,932,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05000564,Sutton,Sutton Central,8215,3127,38.1,3117,37.9,3155,38.4,0,1,0,9,0,10,1221,2,0,1223,21,852,23,0,2,0,0,1,345,1223,852,14,12,824,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000565,Sutton,Sutton North,7848,3311,42.2,3294,42.0,3334,42.5,0,2,0,15,0,17,1250,1,0,1251,23,929,12,0,1,0,0,2,307,1251,929,7,11,906,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000566,Sutton,Sutton South,7640,3236,42.4,3230,42.3,3261,42.7,0,2,0,4,0,6,1573,2,0,1575,43,1155,23,0,2,0,0,8,387,1575,1155,12,10,1130,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000567,Sutton,Sutton West,8210,3452,42.1,3440,41.9,3478,42.4,0,4,0,8,0,12,1421,2,0,1423,43,998,21,0,2,0,0,1,401,1423,998,11,11,972,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000568,Sutton,The Wrythe,7821,3108,39.7,3100,39.6,3136,40.1,0,2,0,6,0,8,1271,1,0,1272,28,938,7,0,1,0,0,1,325,1272,938,7,16,910,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000569,Sutton,Wallington North,8397,3642,43.4,3626,43.2,3660,43.6,0,1,0,15,0,16,1202,0,0,1202,39,871,14,0,0,0,0,4,313,1202,871,9,6,853,18,,,,,,,,,,,,,,,,,,,,,,,,,
E05000570,Sutton,Wallington South,8019,3432,42.8,3421,42.7,3449,43.0,0,0,0,11,0,11,1194,1,0,1195,45,838,17,0,1,0,0,3,336,1195,838,7,9,821,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05000571,Sutton,Wandle Valley,8404,2908,34.6,2891,34.4,2933,34.9,0,6,0,11,0,17,1128,0,0,1128,32,732,20,0,0,0,0,3,373,1128,732,11,9,707,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000572,Sutton,Worcester Park,9037,3906,43.2,3891,43.1,3940,43.6,0,5,1,9,0,15,1424,0,0,1424,23,1050,15,0,0,0,0,2,357,1424,1050,12,19,1016,34,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Bethnal Green,14085,6708,47.6,6643,47.2,6816,48.4,0,30,0,35,0,65,1761,2,0,1763,7,1307,29,0,2,0,0,2,1620,1763,1307,10,98,1199,108,1360,25,186,3,63,09/05/2014,10/05/2014,3208,6,No,54,62,46,855,330,181,426,75,Xpress,Xpress,125,,,,
,Tower Hamlets,Blackwall and Cubitt Town -deferred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Bow East,11244,5156,45.9,5111,45.5,5203,46.3,0,15,0,30,0,45,1474,4,0,1478,11,1007,33,0,4,0,0,0,1371,1478,1007,8,40,960,48,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Bow West,9053,4737,52.3,4705,52.0,4782,52.8,0,4,0,28,0,32,1160,3,0,1163,8,839,12,0,3,0,0,0,1050,1163,839,8,37,794,45,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Bromley North,6671,3464,51.9,3423,51.3,3558,53.3,0,18,1,22,0,41,1271,20,0,1291,25,988,14,0,20,0,0,0,1190,1291,988,8,85,894,93,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Bromley South,7477,3697,49.4,3662,49.0,3748,50.1,0,21,0,14,0,35,1011,1,0,1012,4,722,22,0,1,0,0,0,933,1012,722,5,46,671,51,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Canary Wharf,8327,3042,36.5,3016,36.2,3101,37.2,0,11,9,6,0,26,1668,3,0,1671,6,1062,29,1,2,0,0,0,1589,1671,1062,8,51,1003,59,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Island Gardens,9038,3913,43.3,3901,43.2,3963,43.8,0,0,0,12,0,12,1403,4,0,1407,11,1002,18,0,4,0,0,0,1292,1407,1002,7,43,952,50,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Lansbury,10472,5371,51.3,5317,50.8,5478,52.3,0,19,1,34,0,54,1631,5,0,1636,11,1164,24,0,5,0,0,1,1518,1636,1164,12,95,1057,107,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Limehouse,4331,2090,48.3,2066,47.7,2108,48.7,0,10,1,13,0,24,919,2,0,921,2,616,14,0,2,0,0,0,839,921,616,2,16,598,18,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Mile End,12049,5974,49.6,5878,48.8,6070,50.4,0,29,0,67,0,96,1685,1,0,1686,3,1179,49,0,1,0,0,0,1521,1686,1179,14,82,1083,96,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Poplar,4210,2090,49.6,2057,48.9,2113,50.2,0,27,0,6,0,33,529,4,0,533,4,398,9,0,4,0,0,1,486,533,398,2,21,375,23,,,,,,,,,,,,,,,,,,,,,,,,,
,Tower Hamlets,Shadwell,8235,4548,55.2,4499,54.6,4646,56.4,0,27,0,22,0,49,1480,4,0,1484,9,1144,20,1,3,0,0,2,1361,1484,1144,11,87,1046,98,,,,,,,,,,,,,,,,,,,,,,,,,
