Ward,Council,N,V,Lab1,Lab2,Lab3,SNP1,SNP2,SNP3,Con1,Con2,Con3,LD1,LD2,LD3
Irvine West,North Ayrshire,14793,5133,1374,691,0,1624,265,0,614,0,0,246,0,0
Irvine East,North Ayrshire,14994,5074,763,643,413,1045,917,0,377,0,0,263,0,0
Kilwinning,North Ayrshire,13087,4939,1054,525,279,1440,148,0,363,0,0,82,0,0
Saltcoats and Stevenson,North Ayrshire,15274,5326,1926,540,0,1244,481,0,193,0,0,0,0,0
Ardrossan and Arran,North Ayrshire,13674,5590,721,659,0,982,837,0,491,0,0,64,0,0
Dalry and West Kilbride,North Ayrshire,9513,4353,697,0,0,982,0,0,425,0,0,0,0,0
Kilbirnie and Beith,North Ayrshire,10662,4444,756,721,0,1101,762,0,228,0,0,0,0,0
North Coast and Cumbraes,North Ayrshire,13226,6223,1144,0,0,1705,1090,0,1143,0,0,0,0,0
