"","Date","Total.Cases","Active.Cases","Deaths","Inactive.Cases","Recoveries","New.Cases","New.Active.Cases","New.Inactive.Cases","New.Deaths","New.Recoveries","Infection.Factor","Mortality.Rate","Activity.Rate"
"56",2020-04-10,9685,8434,870,1251,381,544,291,253,77,176,0.0645008299739151,0.695443645083933,0.870831182240578
"57",2020-04-11,10151,8883,887,1268,381,466,449,17,17,0,0.0524597545874142,0.699526813880126,0.875086198404098
"58",2020-04-12,10483,9203,899,1280,381,332,320,12,12,0,0.0360751928718896,0.70234375,0.877897548411714
"59",2020-04-13,10948,9648,919,1300,381,465,445,20,20,0,0.0481965174129353,0.706923076923077,0.881256850566314
"60",2020-04-14,11445,10031,1033,1414,381,497,383,114,114,0,0.049546406140963,0.730551626591231,0.876452599388379
"61",2020-04-15,11927,10343,1203,1584,381,482,312,170,170,0,0.0466015662767089,0.759469696969697,0.867192085184875
"62",2020-04-16,12540,10657,1333,1883,550,613,314,299,130,169,0.0575208782959557,0.707912904938927,0.849840510366826
"63",2020-04-17,13216,11266,1400,1950,550,676,609,67,67,0,0.0600035505059471,0.717948717948718,0.852451573849879
"64",2020-04-18,13822,11761,1511,2061,550,606,495,111,111,0,0.0515262307626903,0.733139252789908,0.850889885689481
"65",2020-04-19,14385,12295,1540,2090,550,563,534,29,29,0,0.0457909719398129,0.736842105263158,0.854709767118526
"66",2020-04-20,14777,12647,1580,2130,550,392,352,40,40,0,0.030995493002293,0.741784037558685,0.855857075184408
"67",2020-04-21,15322,13007,1765,2315,550,545,360,185,185,0,0.0419005151072499,0.762419006479482,0.848910063960319
"68",2020-04-22,16004,13517,1937,2487,550,682,510,172,172,0,0.0504549826144855,0.778850020104544,0.844601349662584
"69",2020-04-23,16755,14184,2021,2571,550,751,667,84,84,0,0.0529469825155104,0.786075457020615,0.846553267681289
"70",2020-04-24,17567,14865,2152,2702,550,812,681,131,131,0,0.0546249579549277,0.796447076239822,0.846188876871407
"71",2020-04-25,18177,14980,2192,3197,1005,610,115,495,40,455,0.0407209612817089,0.685642790115733,0.824118391373714
"72",2020-04-26,18640,15441,2194,3199,1005,463,461,2,2,0,0.0299851045916715,0.685839324788997,0.82837982832618
