Ward,Council,N,V,Lab1,Lab2,Lab3,SNP1,SNP2,SNP3,Con1,Con2,Con3,LD1,LD2,LD3
Musselburgh West,East Lothian,8278,3403,1427,0,0,692,472,0,217,0,0,284,0,0
Musselburgh East and Carberry,East Lothian,9569,3937,891,718,0,1036,0,0,240,0,0,0,0,0
Preston/Seton/Gosford,East Lothian,13386,5965,2312,922,0,1104,829,0,500,0,0,215,0,0
Fa'side,East Lothian,13390,5613,1539,1308,615,907,663,0,411,0,0,170,0,0
North Berwick Coastal,East Lothian,9811,4779,1294,0,0,1018,247,0,1465,0,0,405,0,0
Haddington and Lammermuir,East Lothian,9948,4559,1522,0,0,1219,0,0,908,0,0,610,0,0
Dunbar and East Linton,East Lothian,9760,4673,1191,444,0,1158,656,0,983,0,0,241,0,0
