Ward,Council,N,V,Lab1,Lab2,Lab3,SNP1,SNP2,SNP3,Con1,Con2,Con3,LD1,LD2,LD3
Kirkwall East,Orkney,3391,1546,0,0,0,93,0,0,0,0,0,0,0,0
Kirkwall West & Orphir,Orkney,3289,1530,0,0,0,50,0,0,0,0,0,0,0,0
Stromness and South Isles,Orkney,2210,1072,0,0,0,61,0,0,0,0,0,0,0,0
West Mainland,Orkney,3379,1835,0,0,0,0,0,0,0,0,0,0,0,0
"East Mainland, South Ronaldsay and Burray",Orkney,2536,1385,0,0,0,47,0,0,0,0,0,0,0,0
North Isles,Orkney,1854,1055,0,0,0,0,0,0,0,0,0,0,0,0
