Ward,Council,N,V,Lab1,Lab2,Lab3,SNP1,SNP2,SNP3,Con1,Con2,Con3,LD1,LD2,LD3
Milngavie,East Dunbartonshire,10289,4740,955,0,0,1338,0,0,696,0,0,1751,0,0
Bearsden North,East Dunbartonshire,10801,5499,700,0,0,962,0,0,921,0,0,944,0,0
Bearsden South,East Dunbartonshire,10452,4856,996,0,0,1243,0,0,937,0,0,1309,0,0
Campsie & Kirkintilloch North,East Dunbartonshire,8948,3997,872,0,0,813,0,0,183,0,0,97,0,0
Bishopbriggs North and Torrance,East Dunbartonshire,10771,5240,1557,0,0,1384,0,0,1279,0,0,633,0,0
Bishopbriggs South,East Dunbartonshire,9406,3930,1267,724,0,1158,0,0,362,0,0,297,0,0
Lenzie & Kirkintilloch South,East Dunbartonshire,10412,4726,1729,0,0,1511,0,0,1133,0,0,353,0,0
Kirkintilloch East & Twechar,East Dunbartonshire,8918,3568,1293,241,0,868,0,0,118,0,0,66,0,0
