Ward,Council,N,V,Lab1,Lab2,Lab3,SNP1,SNP2,SNP3,Con1,Con2,Con3,LD1,LD2,LD3
Strathmartine,Dundee City,14285,5304,1102,351,0,1245,754,0,97,0,0,578,0,0
Lochee,Dundee City,13439,5049,1308,622,0,1594,746,0,247,0,0,62,15,0
West End,Dundee City,12910,4494,937,0,0,963,411,0,464,0,0,1453,0,0
Coldside,Dundee City,14404,5161,1087,984,0,1536,834,0,254,0,0,137,0,0
Maryfield,Dundee City,11555,3434,622,629,0,1187,559,0,249,0,0,126,0,0
North East,Dundee City,10781,3411,948,291,0,1143,838,0,98,0,0,32,20,0
East End,Dundee City,11787,4090,964,510,0,1322,867,0,236,0,0,107,0,0
The Ferry,Dundee City,15782,7588,1257,0,0,1445,1260,0,1704,991,0,931,0,0
